,Time,1
S/N,,759293
Type,,TGPR-1201
Description,,id14
Property,,Count
87,2019-07-17 23:30:00,0.0 per Logging Interval
88,2019-07-17 23:35:00,0.0 per Logging Interval
89,2019-07-17 23:40:00,0.0 per Logging Interval
90,2019-07-17 23:45:00,0.0 per Logging Interval
91,2019-07-17 23:50:00,0.0 per Logging Interval
92,2019-07-17 23:55:00,0.0 per Logging Interval
93,2019-07-18 00:00:00,0.0 per Logging Interval
94,2019-07-18 00:05:00,0.0 per Logging Interval
95,2019-07-18 00:10:00,0.0 per Logging Interval
96,2019-07-18 00:15:00,0.0 per Logging Interval
97,2019-07-18 00:20:00,0.0 per Logging Interval
98,2019-07-18 00:25:00,0.0 per Logging Interval
99,2019-07-18 00:30:00,0.0 per Logging Interval
100,2019-07-18 00:35:00,0.0 per Logging Interval
101,2019-07-18 00:40:00,0.0 per Logging Interval
102,2019-07-18 00:45:00,0.0 per Logging Interval
103,2019-07-18 00:50:00,0.0 per Logging Interval
104,2019-07-18 00:55:00,0.0 per Logging Interval
105,2019-07-18 01:00:00,0.0 per Logging Interval
106,2019-07-18 01:05:00,0.0 per Logging Interval
107,2019-07-18 01:10:00,0.0 per Logging Interval
108,2019-07-18 01:15:00,0.0 per Logging Interval
109,2019-07-18 01:20:00,0.0 per Logging Interval
110,2019-07-18 01:25:00,0.0 per Logging Interval
111,2019-07-18 01:30:00,0.0 per Logging Interval
112,2019-07-18 01:35:00,0.0 per Logging Interval
113,2019-07-18 01:40:00,0.0 per Logging Interval
114,2019-07-18 01:45:00,0.0 per Logging Interval
115,2019-07-18 01:50:00,0.0 per Logging Interval
116,2019-07-18 01:55:00,0.0 per Logging Interval
117,2019-07-18 02:00:00,0.0 per Logging Interval
118,2019-07-18 02:05:00,0.0 per Logging Interval
119,2019-07-18 02:10:00,0.0 per Logging Interval
120,2019-07-18 02:15:00,0.0 per Logging Interval
121,2019-07-18 02:20:00,0.0 per Logging Interval
122,2019-07-18 02:25:00,0.0 per Logging Interval
123,2019-07-18 02:30:00,0.0 per Logging Interval
124,2019-07-18 02:35:00,0.0 per Logging Interval
125,2019-07-18 02:40:00,0.0 per Logging Interval
126,2019-07-18 02:45:00,0.0 per Logging Interval
127,2019-07-18 02:50:00,0.0 per Logging Interval
128,2019-07-18 02:55:00,0.0 per Logging Interval
129,2019-07-18 03:00:00,0.0 per Logging Interval
130,2019-07-18 03:05:00,0.0 per Logging Interval
131,2019-07-18 03:10:00,0.0 per Logging Interval
132,2019-07-18 03:15:00,0.0 per Logging Interval
133,2019-07-18 03:20:00,0.0 per Logging Interval
134,2019-07-18 03:25:00,0.0 per Logging Interval
135,2019-07-18 03:30:00,0.0 per Logging Interval
136,2019-07-18 03:35:00,0.0 per Logging Interval
137,2019-07-18 03:40:00,0.0 per Logging Interval
138,2019-07-18 03:45:00,0.0 per Logging Interval
139,2019-07-18 03:50:00,0.0 per Logging Interval
140,2019-07-18 03:55:00,0.0 per Logging Interval
141,2019-07-18 04:00:00,0.0 per Logging Interval
142,2019-07-18 04:05:00,0.0 per Logging Interval
143,2019-07-18 04:10:00,0.0 per Logging Interval
144,2019-07-18 04:15:00,0.0 per Logging Interval
145,2019-07-18 04:20:00,0.0 per Logging Interval
146,2019-07-18 04:25:00,0.0 per Logging Interval
147,2019-07-18 04:30:00,0.0 per Logging Interval
148,2019-07-18 04:35:00,0.0 per Logging Interval
149,2019-07-18 04:40:00,0.0 per Logging Interval
150,2019-07-18 04:45:00,0.0 per Logging Interval
151,2019-07-18 04:50:00,0.0 per Logging Interval
152,2019-07-18 04:55:00,0.0 per Logging Interval
153,2019-07-18 05:00:00,0.0 per Logging Interval
154,2019-07-18 05:05:00,0.0 per Logging Interval
155,2019-07-18 05:10:00,0.0 per Logging Interval
156,2019-07-18 05:15:00,0.0 per Logging Interval
157,2019-07-18 05:20:00,0.0 per Logging Interval
158,2019-07-18 05:25:00,0.0 per Logging Interval
159,2019-07-18 05:30:00,0.0 per Logging Interval
160,2019-07-18 05:35:00,0.0 per Logging Interval
161,2019-07-18 05:40:00,0.0 per Logging Interval
162,2019-07-18 05:45:00,0.0 per Logging Interval
163,2019-07-18 05:50:00,0.0 per Logging Interval
164,2019-07-18 05:55:00,0.0 per Logging Interval
165,2019-07-18 06:00:00,0.0 per Logging Interval
166,2019-07-18 06:05:00,0.0 per Logging Interval
167,2019-07-18 06:10:00,0.0 per Logging Interval
168,2019-07-18 06:15:00,0.0 per Logging Interval
169,2019-07-18 06:20:00,0.0 per Logging Interval
170,2019-07-18 06:25:00,0.0 per Logging Interval
171,2019-07-18 06:30:00,0.0 per Logging Interval
172,2019-07-18 06:35:00,0.0 per Logging Interval
173,2019-07-18 06:40:00,0.0 per Logging Interval
174,2019-07-18 06:45:00,0.0 per Logging Interval
175,2019-07-18 06:50:00,0.0 per Logging Interval
176,2019-07-18 06:55:00,0.0 per Logging Interval
177,2019-07-18 07:00:00,0.0 per Logging Interval
178,2019-07-18 07:05:00,0.0 per Logging Interval
179,2019-07-18 07:10:00,0.0 per Logging Interval
180,2019-07-18 07:15:00,0.0 per Logging Interval
181,2019-07-18 07:20:00,0.0 per Logging Interval
182,2019-07-18 07:25:00,0.0 per Logging Interval
183,2019-07-18 07:30:00,0.0 per Logging Interval
184,2019-07-18 07:35:00,0.0 per Logging Interval
185,2019-07-18 07:40:00,0.0 per Logging Interval
186,2019-07-18 07:45:00,0.0 per Logging Interval
187,2019-07-18 07:50:00,0.0 per Logging Interval
188,2019-07-18 07:55:00,0.0 per Logging Interval
189,2019-07-18 08:00:00,0.0 per Logging Interval
190,2019-07-18 08:05:00,0.0 per Logging Interval
191,2019-07-18 08:10:00,0.0 per Logging Interval
192,2019-07-18 08:15:00,0.0 per Logging Interval
193,2019-07-18 08:20:00,0.0 per Logging Interval
194,2019-07-18 08:25:00,0.0 per Logging Interval
195,2019-07-18 08:30:00,0.0 per Logging Interval
196,2019-07-18 08:35:00,0.0 per Logging Interval
197,2019-07-18 08:40:00,0.0 per Logging Interval
198,2019-07-18 08:45:00,0.0 per Logging Interval
199,2019-07-18 08:50:00,0.0 per Logging Interval
200,2019-07-18 08:55:00,0.0 per Logging Interval
201,2019-07-18 09:00:00,0.0 per Logging Interval
202,2019-07-18 09:05:00,0.0 per Logging Interval
203,2019-07-18 09:10:00,0.0 per Logging Interval
204,2019-07-18 09:15:00,0.0 per Logging Interval
205,2019-07-18 09:20:00,0.0 per Logging Interval
206,2019-07-18 09:25:00,0.0 per Logging Interval
207,2019-07-18 09:30:00,0.0 per Logging Interval
208,2019-07-18 09:35:00,0.0 per Logging Interval
209,2019-07-18 09:40:00,0.0 per Logging Interval
210,2019-07-18 09:45:00,0.0 per Logging Interval
211,2019-07-18 09:50:00,0.0 per Logging Interval
212,2019-07-18 09:55:00,0.0 per Logging Interval
213,2019-07-18 10:00:00,0.0 per Logging Interval
214,2019-07-18 10:05:00,0.0 per Logging Interval
215,2019-07-18 10:10:00,0.0 per Logging Interval
216,2019-07-18 10:15:00,0.0 per Logging Interval
217,2019-07-18 10:20:00,0.0 per Logging Interval
218,2019-07-18 10:25:00,0.0 per Logging Interval
219,2019-07-18 10:30:00,0.0 per Logging Interval
220,2019-07-18 10:35:00,0.0 per Logging Interval
221,2019-07-18 10:40:00,0.0 per Logging Interval
222,2019-07-18 10:45:00,0.0 per Logging Interval
223,2019-07-18 10:50:00,0.0 per Logging Interval
224,2019-07-18 10:55:00,0.0 per Logging Interval
225,2019-07-18 11:00:00,0.0 per Logging Interval
226,2019-07-18 11:05:00,0.0 per Logging Interval
227,2019-07-18 11:10:00,0.0 per Logging Interval
228,2019-07-18 11:15:00,0.0 per Logging Interval
229,2019-07-18 11:20:00,0.0 per Logging Interval
230,2019-07-18 11:25:00,0.0 per Logging Interval
231,2019-07-18 11:30:00,0.0 per Logging Interval
232,2019-07-18 11:35:00,0.0 per Logging Interval
233,2019-07-18 11:40:00,0.0 per Logging Interval
234,2019-07-18 11:45:00,0.0 per Logging Interval
235,2019-07-18 11:50:00,0.0 per Logging Interval
236,2019-07-18 11:55:00,0.0 per Logging Interval
237,2019-07-18 12:00:00,0.0 per Logging Interval
238,2019-07-18 12:05:00,0.0 per Logging Interval
239,2019-07-18 12:10:00,0.0 per Logging Interval
240,2019-07-18 12:15:00,0.0 per Logging Interval
241,2019-07-18 12:20:00,0.0 per Logging Interval
242,2019-07-18 12:25:00,0.0 per Logging Interval
243,2019-07-18 12:30:00,0.0 per Logging Interval
244,2019-07-18 12:35:00,0.0 per Logging Interval
245,2019-07-18 12:40:00,0.0 per Logging Interval
246,2019-07-18 12:45:00,0.0 per Logging Interval
247,2019-07-18 12:50:00,0.0 per Logging Interval
248,2019-07-18 12:55:00,0.0 per Logging Interval
249,2019-07-18 13:00:00,0.0 per Logging Interval
250,2019-07-18 13:05:00,0.0 per Logging Interval
251,2019-07-18 13:10:00,0.0 per Logging Interval
252,2019-07-18 13:15:00,0.0 per Logging Interval
253,2019-07-18 13:20:00,0.0 per Logging Interval
254,2019-07-18 13:25:00,0.0 per Logging Interval
255,2019-07-18 13:30:00,0.0 per Logging Interval
256,2019-07-18 13:35:00,0.0 per Logging Interval
257,2019-07-18 13:40:00,0.0 per Logging Interval
258,2019-07-18 13:45:00,0.0 per Logging Interval
259,2019-07-18 13:50:00,0.0 per Logging Interval
260,2019-07-18 13:55:00,0.0 per Logging Interval
261,2019-07-18 14:00:00,0.0 per Logging Interval
262,2019-07-18 14:05:00,0.0 per Logging Interval
263,2019-07-18 14:10:00,0.0 per Logging Interval
264,2019-07-18 14:15:00,0.0 per Logging Interval
265,2019-07-18 14:20:00,0.0 per Logging Interval
266,2019-07-18 14:25:00,0.0 per Logging Interval
267,2019-07-18 14:30:00,0.0 per Logging Interval
268,2019-07-18 14:35:00,0.0 per Logging Interval
269,2019-07-18 14:40:00,0.0 per Logging Interval
270,2019-07-18 14:45:00,0.0 per Logging Interval
271,2019-07-18 14:50:00,0.0 per Logging Interval
272,2019-07-18 14:55:00,0.0 per Logging Interval
273,2019-07-18 15:00:00,0.0 per Logging Interval
274,2019-07-18 15:05:00,0.0 per Logging Interval
275,2019-07-18 15:10:00,0.0 per Logging Interval
276,2019-07-18 15:15:00,0.0 per Logging Interval
277,2019-07-18 15:20:00,0.0 per Logging Interval
278,2019-07-18 15:25:00,0.0 per Logging Interval
279,2019-07-18 15:30:00,0.0 per Logging Interval
280,2019-07-18 15:35:00,0.0 per Logging Interval
281,2019-07-18 15:40:00,0.0 per Logging Interval
282,2019-07-18 15:45:00,0.0 per Logging Interval
283,2019-07-18 15:50:00,0.0 per Logging Interval
284,2019-07-18 15:55:00,0.0 per Logging Interval
285,2019-07-18 16:00:00,0.0 per Logging Interval
286,2019-07-18 16:05:00,0.0 per Logging Interval
287,2019-07-18 16:10:00,0.0 per Logging Interval
288,2019-07-18 16:15:00,0.0 per Logging Interval
289,2019-07-18 16:20:00,0.0 per Logging Interval
290,2019-07-18 16:25:00,0.0 per Logging Interval
291,2019-07-18 16:30:00,0.0 per Logging Interval
292,2019-07-18 16:35:00,0.0 per Logging Interval
293,2019-07-18 16:40:00,0.0 per Logging Interval
294,2019-07-18 16:45:00,0.0 per Logging Interval
295,2019-07-18 16:50:00,0.0 per Logging Interval
296,2019-07-18 16:55:00,0.0 per Logging Interval
297,2019-07-18 17:00:00,0.0 per Logging Interval
298,2019-07-18 17:05:00,0.0 per Logging Interval
299,2019-07-18 17:10:00,0.0 per Logging Interval
300,2019-07-18 17:15:00,0.0 per Logging Interval
301,2019-07-18 17:20:00,0.0 per Logging Interval
302,2019-07-18 17:25:00,0.0 per Logging Interval
303,2019-07-18 17:30:00,0.0 per Logging Interval
304,2019-07-18 17:35:00,0.0 per Logging Interval
305,2019-07-18 17:40:00,0.0 per Logging Interval
306,2019-07-18 17:45:00,0.0 per Logging Interval
307,2019-07-18 17:50:00,0.0 per Logging Interval
308,2019-07-18 17:55:00,0.0 per Logging Interval
309,2019-07-18 18:00:00,0.0 per Logging Interval
310,2019-07-18 18:05:00,0.0 per Logging Interval
311,2019-07-18 18:10:00,0.0 per Logging Interval
312,2019-07-18 18:15:00,0.0 per Logging Interval
313,2019-07-18 18:20:00,0.0 per Logging Interval
314,2019-07-18 18:25:00,0.0 per Logging Interval
315,2019-07-18 18:30:00,0.0 per Logging Interval
316,2019-07-18 18:35:00,0.0 per Logging Interval
317,2019-07-18 18:40:00,0.0 per Logging Interval
318,2019-07-18 18:45:00,0.0 per Logging Interval
319,2019-07-18 18:50:00,0.0 per Logging Interval
320,2019-07-18 18:55:00,0.0 per Logging Interval
321,2019-07-18 19:00:00,0.0 per Logging Interval
322,2019-07-18 19:05:00,0.0 per Logging Interval
323,2019-07-18 19:10:00,0.0 per Logging Interval
324,2019-07-18 19:15:00,0.0 per Logging Interval
325,2019-07-18 19:20:00,0.0 per Logging Interval
326,2019-07-18 19:25:00,0.0 per Logging Interval
327,2019-07-18 19:30:00,0.0 per Logging Interval
328,2019-07-18 19:35:00,0.0 per Logging Interval
329,2019-07-18 19:40:00,0.0 per Logging Interval
330,2019-07-18 19:45:00,0.0 per Logging Interval
331,2019-07-18 19:50:00,0.0 per Logging Interval
332,2019-07-18 19:55:00,0.0 per Logging Interval
333,2019-07-18 20:00:00,0.0 per Logging Interval
334,2019-07-18 20:05:00,0.0 per Logging Interval
335,2019-07-18 20:10:00,0.0 per Logging Interval
336,2019-07-18 20:15:00,0.0 per Logging Interval
337,2019-07-18 20:20:00,0.0 per Logging Interval
338,2019-07-18 20:25:00,0.0 per Logging Interval
339,2019-07-18 20:30:00,0.0 per Logging Interval
340,2019-07-18 20:35:00,0.0 per Logging Interval
341,2019-07-18 20:40:00,0.0 per Logging Interval
342,2019-07-18 20:45:00,0.0 per Logging Interval
343,2019-07-18 20:50:00,0.0 per Logging Interval
344,2019-07-18 20:55:00,0.0 per Logging Interval
345,2019-07-18 21:00:00,0.0 per Logging Interval
346,2019-07-18 21:05:00,0.0 per Logging Interval
347,2019-07-18 21:10:00,0.0 per Logging Interval
348,2019-07-18 21:15:00,0.0 per Logging Interval
349,2019-07-18 21:20:00,0.0 per Logging Interval
350,2019-07-18 21:25:00,0.0 per Logging Interval
351,2019-07-18 21:30:00,0.0 per Logging Interval
352,2019-07-18 21:35:00,0.0 per Logging Interval
353,2019-07-18 21:40:00,0.0 per Logging Interval
354,2019-07-18 21:45:00,0.0 per Logging Interval
355,2019-07-18 21:50:00,0.0 per Logging Interval
356,2019-07-18 21:55:00,0.0 per Logging Interval
357,2019-07-18 22:00:00,0.0 per Logging Interval
358,2019-07-18 22:05:00,0.0 per Logging Interval
359,2019-07-18 22:10:00,0.0 per Logging Interval
360,2019-07-18 22:15:00,0.0 per Logging Interval
361,2019-07-18 22:20:00,0.0 per Logging Interval
362,2019-07-18 22:25:00,0.0 per Logging Interval
363,2019-07-18 22:30:00,0.0 per Logging Interval
364,2019-07-18 22:35:00,0.0 per Logging Interval
365,2019-07-18 22:40:00,0.0 per Logging Interval
366,2019-07-18 22:45:00,0.0 per Logging Interval
367,2019-07-18 22:50:00,0.0 per Logging Interval
368,2019-07-18 22:55:00,0.0 per Logging Interval
369,2019-07-18 23:00:00,0.0 per Logging Interval
370,2019-07-18 23:05:00,0.0 per Logging Interval
371,2019-07-18 23:10:00,0.0 per Logging Interval
372,2019-07-18 23:15:00,0.0 per Logging Interval
373,2019-07-18 23:20:00,0.0 per Logging Interval
374,2019-07-18 23:25:00,0.0 per Logging Interval
375,2019-07-18 23:30:00,0.0 per Logging Interval
376,2019-07-18 23:35:00,0.0 per Logging Interval
377,2019-07-18 23:40:00,0.0 per Logging Interval
378,2019-07-18 23:45:00,0.0 per Logging Interval
379,2019-07-18 23:50:00,0.0 per Logging Interval
380,2019-07-18 23:55:00,0.0 per Logging Interval
381,2019-07-19 00:00:00,0.0 per Logging Interval
382,2019-07-19 00:05:00,0.0 per Logging Interval
383,2019-07-19 00:10:00,0.0 per Logging Interval
384,2019-07-19 00:15:00,0.0 per Logging Interval
385,2019-07-19 00:20:00,0.0 per Logging Interval
386,2019-07-19 00:25:00,0.0 per Logging Interval
387,2019-07-19 00:30:00,0.0 per Logging Interval
388,2019-07-19 00:35:00,0.0 per Logging Interval
389,2019-07-19 00:40:00,0.0 per Logging Interval
390,2019-07-19 00:45:00,0.0 per Logging Interval
391,2019-07-19 00:50:00,0.0 per Logging Interval
392,2019-07-19 00:55:00,0.0 per Logging Interval
393,2019-07-19 01:00:00,0.0 per Logging Interval
394,2019-07-19 01:05:00,0.0 per Logging Interval
395,2019-07-19 01:10:00,0.0 per Logging Interval
396,2019-07-19 01:15:00,0.0 per Logging Interval
397,2019-07-19 01:20:00,0.0 per Logging Interval
398,2019-07-19 01:25:00,0.0 per Logging Interval
399,2019-07-19 01:30:00,0.0 per Logging Interval
400,2019-07-19 01:35:00,0.0 per Logging Interval
401,2019-07-19 01:40:00,0.0 per Logging Interval
402,2019-07-19 01:45:00,0.0 per Logging Interval
403,2019-07-19 01:50:00,0.0 per Logging Interval
404,2019-07-19 01:55:00,0.0 per Logging Interval
405,2019-07-19 02:00:00,2.0 per Logging Interval
406,2019-07-19 02:05:00,1.0 per Logging Interval
407,2019-07-19 02:10:00,0.0 per Logging Interval
408,2019-07-19 02:15:00,0.0 per Logging Interval
409,2019-07-19 02:20:00,0.0 per Logging Interval
410,2019-07-19 02:25:00,0.0 per Logging Interval
411,2019-07-19 02:30:00,0.0 per Logging Interval
412,2019-07-19 02:35:00,0.0 per Logging Interval
413,2019-07-19 02:40:00,0.0 per Logging Interval
414,2019-07-19 02:45:00,0.0 per Logging Interval
415,2019-07-19 02:50:00,0.0 per Logging Interval
416,2019-07-19 02:55:00,0.0 per Logging Interval
417,2019-07-19 03:00:00,0.0 per Logging Interval
418,2019-07-19 03:05:00,0.0 per Logging Interval
419,2019-07-19 03:10:00,0.0 per Logging Interval
420,2019-07-19 03:15:00,0.0 per Logging Interval
421,2019-07-19 03:20:00,0.0 per Logging Interval
422,2019-07-19 03:25:00,0.0 per Logging Interval
423,2019-07-19 03:30:00,0.0 per Logging Interval
424,2019-07-19 03:35:00,0.0 per Logging Interval
425,2019-07-19 03:40:00,0.0 per Logging Interval
426,2019-07-19 03:45:00,0.0 per Logging Interval
427,2019-07-19 03:50:00,0.0 per Logging Interval
428,2019-07-19 03:55:00,0.0 per Logging Interval
429,2019-07-19 04:00:00,1.0 per Logging Interval
430,2019-07-19 04:05:00,0.0 per Logging Interval
431,2019-07-19 04:10:00,0.0 per Logging Interval
432,2019-07-19 04:15:00,0.0 per Logging Interval
433,2019-07-19 04:20:00,0.0 per Logging Interval
434,2019-07-19 04:25:00,0.0 per Logging Interval
435,2019-07-19 04:30:00,0.0 per Logging Interval
436,2019-07-19 04:35:00,0.0 per Logging Interval
437,2019-07-19 04:40:00,1.0 per Logging Interval
438,2019-07-19 04:45:00,0.0 per Logging Interval
439,2019-07-19 04:50:00,0.0 per Logging Interval
440,2019-07-19 04:55:00,0.0 per Logging Interval
441,2019-07-19 05:00:00,0.0 per Logging Interval
442,2019-07-19 05:05:00,0.0 per Logging Interval
443,2019-07-19 05:10:00,0.0 per Logging Interval
444,2019-07-19 05:15:00,0.0 per Logging Interval
445,2019-07-19 05:20:00,0.0 per Logging Interval
446,2019-07-19 05:25:00,0.0 per Logging Interval
447,2019-07-19 05:30:00,0.0 per Logging Interval
448,2019-07-19 05:35:00,0.0 per Logging Interval
449,2019-07-19 05:40:00,0.0 per Logging Interval
450,2019-07-19 05:45:00,0.0 per Logging Interval
451,2019-07-19 05:50:00,0.0 per Logging Interval
452,2019-07-19 05:55:00,0.0 per Logging Interval
453,2019-07-19 06:00:00,0.0 per Logging Interval
454,2019-07-19 06:05:00,0.0 per Logging Interval
455,2019-07-19 06:10:00,0.0 per Logging Interval
456,2019-07-19 06:15:00,0.0 per Logging Interval
457,2019-07-19 06:20:00,0.0 per Logging Interval
458,2019-07-19 06:25:00,0.0 per Logging Interval
459,2019-07-19 06:30:00,0.0 per Logging Interval
460,2019-07-19 06:35:00,0.0 per Logging Interval
461,2019-07-19 06:40:00,0.0 per Logging Interval
462,2019-07-19 06:45:00,0.0 per Logging Interval
463,2019-07-19 06:50:00,0.0 per Logging Interval
464,2019-07-19 06:55:00,0.0 per Logging Interval
465,2019-07-19 07:00:00,0.0 per Logging Interval
466,2019-07-19 07:05:00,0.0 per Logging Interval
467,2019-07-19 07:10:00,0.0 per Logging Interval
468,2019-07-19 07:15:00,0.0 per Logging Interval
469,2019-07-19 07:20:00,0.0 per Logging Interval
470,2019-07-19 07:25:00,0.0 per Logging Interval
471,2019-07-19 07:30:00,0.0 per Logging Interval
472,2019-07-19 07:35:00,0.0 per Logging Interval
473,2019-07-19 07:40:00,0.0 per Logging Interval
474,2019-07-19 07:45:00,0.0 per Logging Interval
475,2019-07-19 07:50:00,0.0 per Logging Interval
476,2019-07-19 07:55:00,0.0 per Logging Interval
477,2019-07-19 08:00:00,0.0 per Logging Interval
478,2019-07-19 08:05:00,0.0 per Logging Interval
479,2019-07-19 08:10:00,0.0 per Logging Interval
480,2019-07-19 08:15:00,0.0 per Logging Interval
481,2019-07-19 08:20:00,0.0 per Logging Interval
482,2019-07-19 08:25:00,0.0 per Logging Interval
483,2019-07-19 08:30:00,0.0 per Logging Interval
484,2019-07-19 08:35:00,0.0 per Logging Interval
485,2019-07-19 08:40:00,0.0 per Logging Interval
486,2019-07-19 08:45:00,0.0 per Logging Interval
487,2019-07-19 08:50:00,0.0 per Logging Interval
488,2019-07-19 08:55:00,0.0 per Logging Interval
489,2019-07-19 09:00:00,0.0 per Logging Interval
490,2019-07-19 09:05:00,0.0 per Logging Interval
491,2019-07-19 09:10:00,0.0 per Logging Interval
492,2019-07-19 09:15:00,0.0 per Logging Interval
493,2019-07-19 09:20:00,0.0 per Logging Interval
494,2019-07-19 09:25:00,0.0 per Logging Interval
495,2019-07-19 09:30:00,0.0 per Logging Interval
496,2019-07-19 09:35:00,0.0 per Logging Interval
497,2019-07-19 09:40:00,0.0 per Logging Interval
498,2019-07-19 09:45:00,0.0 per Logging Interval
499,2019-07-19 09:50:00,0.0 per Logging Interval
500,2019-07-19 09:55:00,0.0 per Logging Interval
501,2019-07-19 10:00:00,0.0 per Logging Interval
502,2019-07-19 10:05:00,1.0 per Logging Interval
503,2019-07-19 10:10:00,0.0 per Logging Interval
504,2019-07-19 10:15:00,0.0 per Logging Interval
505,2019-07-19 10:20:00,0.0 per Logging Interval
506,2019-07-19 10:25:00,0.0 per Logging Interval
507,2019-07-19 10:30:00,0.0 per Logging Interval
508,2019-07-19 10:35:00,0.0 per Logging Interval
509,2019-07-19 10:40:00,0.0 per Logging Interval
510,2019-07-19 10:45:00,0.0 per Logging Interval
511,2019-07-19 10:50:00,0.0 per Logging Interval
512,2019-07-19 10:55:00,0.0 per Logging Interval
513,2019-07-19 11:00:00,0.0 per Logging Interval
514,2019-07-19 11:05:00,0.0 per Logging Interval
515,2019-07-19 11:10:00,0.0 per Logging Interval
